cut	43
Partition 0	3,50,68
Partition 1	24,61,44
Partition 2	30,35,72
Partition 3	25,40,75,32
Partition 4	19,18,37,47
Partition 5	16,48,65
Partition 6	67,52,38
Partition 7	5,27,46,15
Partition 8	2,73,31,76
Partition 9	17,0,21
Partition 10	7,77,56,71
Partition 11	34,62,11
Partition 12	45,60,41
Partition 13	9,53,58
Partition 14	13,55,28
Partition 15	69,14,29
Partition 16	33,59,42,12
Partition 17	22,49,64
Partition 18	57,51,10
Partition 19	1,78,26,36,70
Partition 20	6,54,8,74
Partition 21	4,20,23,43
Partition 22	39,66,63,79
