iteration	t
1	101,124,128,152,158,234,239,254,281,326
2	138,158,286,479,718,927,961,988,1041,3724,5258,5303,5308,5387,5411,5433,5455,5476,5492,5517,5520,5597,5603,5614,5656,5688,5729,5854,6430
3	48,63,108,139,144,201,203,406,3437
4	41,60,87,94,203,290,347,948,3087,3094,3385
5	25,27,82,119,125,134,135,741,779,780,819,861,1709
6	34,46,1290,1633,4650,4659,4662,4664
7	902,1487
8	5,31,38,49
9	15
