cut	38
Partition 0	51,61
Partition 1	0,22,45
Partition 2	33,38,58
Partition 3	11,17,24
Partition 4	29,36,41
Partition 5	8,40,56,62
Partition 6	25,44
Partition 7	9,12,34
Partition 8	42,50,52
Partition 9	65,68
Partition 10	27,32
Partition 11	54,59,66
Partition 12	4,53,26
Partition 13	2,67,20
Partition 14	35,43,47
Partition 15	23,30,69
Partition 16	28,55,64
Partition 17	1,48,60
Partition 18	37,49
Partition 19	16,14,19
Partition 20	21,39,57
Partition 21	10,15,18
Partition 22	46,63
Partition 23	7,13
Partition 24	3,5,6,31
