cut	55
Partition 0	16,61,82
Partition 1	7,38,44
Partition 2	11,88,90,91
Partition 3	63,17,72,89
Partition 4	21,85,24
Partition 5	8,10,32
Partition 6	83,86,92,96
Partition 7	31,35,54
Partition 8	6,55,68
Partition 9	12,46,49,50
Partition 10	20,30,33
Partition 11	9,41,47,94
Partition 12	42,84,58
Partition 13	65,73,75,78
Partition 14	27,45,70
Partition 15	1,25,40,99
Partition 16	71,52,67
Partition 17	29,53,60
Partition 18	3,5,56,79
Partition 19	28,34,39
Partition 20	0,48,57,23,66
Partition 21	18,36,93
Partition 22	2,37,87,77
Partition 23	14,51,69
Partition 24	4,98,64,80
Partition 25	22,26,95
Partition 26	13,59,97,62
Partition 27	15,19,74
Partition 28	76,43,81
