iteration	t
1	9,12,63,137,157,176,198,199,202,236,285,497,1025
2	11,18,61,63,87,107,532,625,664,684,803,830,964,1085
3	14,22,51,95,138,160,235,273,294,420,1228,4945,7868
4	21,39,122,140,228,371,436,462,478,516,536,550,570,815,1185,1426,4526
5	27,58,111,128,137,143,144,211,276,998,1080,1114
6	1,309,934,1891
7	1,2331,2344,3023
8	35,1095,1932,2416,9221,9707
9	5890,5899,7871,17100
