iteration	t
1	13,37,174,275,860,2059,2333,2644,3139,3684,4109,7201,8804,9312
2	70,248,295,353,456,697,814,1666,2138,2495,2584,3782,7356,7418
3	16,33,106,135,187,194,263,609,687,1115,1938,2291
4	61,196,246,249,281,425,618,621,1037,1403,2701,5686
5	26,70,88,377,847,3468,3472,4914,5331
6	12,120,226,484,490,788,4955,6234,6245
7	1,5,8,49,55,373,944,1073,2050,2073,10439
8	65
9	72,563,2123
10	616,2385,3142,4059,4273,4342
