cut	115
Partition 0	49,96,95
Partition 1	70,72,43
Partition 2	69,66,67,68
Partition 3	91,89,90,92
Partition 4	88,23,93
Partition 5	64,65,25
Partition 6	20,22,21,24
Partition 7	87,85,83,84
Partition 8	32,29,30
Partition 9	71,82,80,78
Partition 10	86,36,35
Partition 11	34,8,19,12
Partition 12	16,18,17
Partition 13	77,94,13,14,15
Partition 14	59,60,58
Partition 15	44,47,46,45
Partition 16	81,79,98
Partition 17	57,54,55,53
Partition 18	26,56,48
Partition 19	63,37,39
Partition 20	5,7,62,28,41
Partition 21	52,51,50,76
Partition 22	42,33,40
Partition 23	31,3,27
Partition 24	97,4,6
Partition 25	61,74,75,73
Partition 26	11,9,10,38
Partition 27	99,0,2,1
