cut	87
Partition 0	4,5,6
Partition 1	1,3,8
Partition 2	7,43,41
Partition 3	20,39,38,40
Partition 4	44,37,36,35
Partition 5	17,18,15
Partition 6	16,71,47,70,69
Partition 7	63,64,65,62
Partition 8	67,68,9,66
Partition 9	14,12,13,11,10
Partition 10	34,49,51
Partition 11	32,29,30,31
Partition 12	72,50,74,73
Partition 13	33,56,53,54
Partition 14	46,55,19,48
Partition 15	45,26,75
Partition 16	25,23,24,22
Partition 17	2,21,52,57
Partition 18	78,76,42,77
Partition 19	58,59,61,60
Partition 20	79,0,27,28
