cut	41
Partition 0	3537,3539,3538,3533,3532
Partition 1	3547,3525,3543,3545,3546
Partition 2	3589,3590,3591,3593,3592
Partition 3	3542,3548,3549,3553,3552
Partition 4	3579,3580,3551,3581,3550
Partition 5	3598,3556,3555,3554,3521
Partition 6	3597,3583,3594,3582,3595,3596
Partition 7	3520,3561,3559,3566,3562,3558
Partition 8	3541,3523,3540,3526,3531,3557
Partition 9	3524,3528,3560,3572,3544
Partition 10	3584,3586,3585,3587,3588
Partition 11	3563,3564,3570,3569,3571
Partition 12	3573,3522,3567,3568,3565
Partition 13	3534,3536,3529,3530,3527
Partition 14	3574,3535,3575,3578,3577,3576
