cut	123
Partition 0	6,29
Partition 1	62,57,70
Partition 2	11,30,47
Partition 3	58,43,8
Partition 4	5,40,59
Partition 5	55,77,68
Partition 6	3,28
Partition 7	9,34,63
Partition 8	4,45,60
Partition 9	24,27,71
Partition 10	15,18,32
Partition 11	2,75,51
Partition 12	74,41,67,69
Partition 13	23,36
Partition 14	20,26,42
Partition 15	19,64,35
Partition 16	49,48,78
Partition 17	38,50,44
Partition 18	7,13,21
Partition 19	12,73,53,61
Partition 20	14,54,33
Partition 21	65,10,17
Partition 22	37,72,52,66
Partition 23	46,76
Partition 24	1,56,22
Partition 25	0,25,39
Partition 26	16,31,79
