path	1
T	2
cut	6
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805,809
path	2
T	3
cut	5
Partition 0	807,806,809,808,797
Partition 1	812,813,796,814
Partition 2	815,816,818,817,810,799,811
Partition 3	801,802,800,803,804,805,798
path	3
T	2
cut	6
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805,809
path	4
T	2
cut	6
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805
path	5
T	2
cut	6
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805,809
path	6
T	3
cut	7
Partition 0	818,817,816
Partition 1	810,812,811,813,799,796,814
Partition 2	797,806,808,809,798,807,815
Partition 3	801,802,800,803,804,805
path	7
T	3
cut	7
Partition 0	818,817,807,809,808
Partition 1	810,812,811,799
Partition 2	797,806,815,814,816,813,796
Partition 3	801,802,800,803,804,805,798
path	8
T	3
cut	7
Partition 0	818,817,816,807,809,808
Partition 1	810,811,799,800
Partition 2	797,806,815,814,796,813,812
Partition 3	801,802,803,804,805,798
path	9
T	2
cut	6
Partition 0	814,812,813,796,799
Partition 1	810,811,815,816
Partition 2	797,806,808,809,807,818,817
Partition 3	801,802,800,803,804,805,798
path	10
T	3
cut	7
Partition 0	818,817,816,809
Partition 1	810,812,811,813,799,796,814
Partition 2	797,806,808,807,815
Partition 3	801,802,800,803,804,805,798
