cut	60
Partition 0	46,72,82
Partition 1	0,4,80
Partition 2	54,60,98
Partition 3	13,14,79
Partition 4	27,41,86
Partition 5	1,48,30
Partition 6	68,70,99
Partition 7	2,8,29
Partition 8	17,39,64,97
Partition 9	40,75,77,88
Partition 10	23,10,24
Partition 11	62,21,89
Partition 12	20,16,53,90
Partition 13	9,50,76,96
Partition 14	47,12,95
Partition 15	26,65,69
Partition 16	6,42,85
Partition 17	32,56,92,66
Partition 18	44,11,22,28
Partition 19	37,43,63,74
Partition 20	45,49,57
Partition 21	38,73,78,83
Partition 22	19,33,71
Partition 23	3,55,59,91
Partition 24	58,87,93
Partition 25	35,52,84
Partition 26	7,25,81
Partition 27	18,51,61
Partition 28	15,36,94,67
Partition 29	5,31,34
