targetN	Iteration	EndN	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
12	57	12	17	lc	True	True	True	True	5	5	11	11
12	58	12	17	lc	True	True	True	True	5	5	11	11
12	59	12	17	lc	True	True	True	True	5	5	11	11
12	60	12	17	lc	True	True	True	True	5	5	11	11
12	61	12	17	lc	True	True	True	True	5	5	11	11
12	62	12	17	lc	True	True	True	True	5	5	11	11
12	63	12	17	lc	True	True	True	True	5	5	11	11
12	64	12	17	lc	True	True	True	True	5	5	11	11
12	65	12	17	lc	True	True	True	True	5	5	11	11
12	66	12	17	lc	True	True	True	True	5	5	11	11
12	67	12	17	lc	True	True	True	True	5	5	11	11
12	68	12	17	lc	True	True	True	True	5	5	11	11
12	69	12	17	lc	True	True	True	True	5	5	11	11
12	70	12	17	lc	True	True	True	True	5	5	11	11
12	71	12	17	lc	True	True	True	True	5	5	11	11
12	72	12	17	lc	True	True	True	True	5	5	11	11
12	73	12	17	lc	True	True	True	True	5	5	11	11
12	74	12	17	lc	True	True	True	True	5	5	11	11
12	75	12	17	lc	True	True	True	True	5	5	11	11
12	76	12	17	lc	True	True	True	True	5	5	11	11
12	77	12	17	lc	True	True	True	True	5	5	11	11
12	78	12	17	lc	True	True	True	True	5	5	11	11
12	79	12	17	lc	True	True	True	True	5	5	11	11
12	80	12	17	lc	True	True	True	True	5	5	11	11
12	81	12	17	lc	True	True	True	True	5	5	11	11
12	82	12	17	lc	True	True	True	True	5	5	11	11
12	83	12	17	lc	True	True	True	True	5	5	11	11
12	84	12	17	lc	True	True	True	True	5	5	11	11
12	85	12	17	lc	True	True	True	True	5	5	11	11
12	86	12	17	lc	True	True	True	True	5	5	11	11
12	87	12	17	lc	True	True	True	True	5	5	11	11
12	88	12	17	lc	True	True	True	True	5	5	11	11
12	89	12	17	lc	True	True	True	True	5	5	11	11
12	90	12	17	lc	True	True	True	True	5	5	11	11
12	91	12	17	lc	True	True	True	True	5	5	11	11
12	92	12	17	lc	True	True	True	True	5	5	11	11
12	93	12	17	lc	True	True	True	True	5	5	11	11
12	94	12	17	lc	True	True	True	True	5	5	11	11
12	95	12	17	lc	True	True	True	True	5	5	11	11
12	96	12	17	lc	True	True	True	True	5	5	11	11
12	97	12	17	lc	True	True	True	True	5	5	11	11
12	98	12	17	lc	True	True	True	True	5	5	11	11
12	99	12	17	lc	True	True	True	True	5	5	11	11
12	100	12	17	lc	True	True	True	True	5	5	11	11
12	101	12	17	lc	True	True	True	True	5	5	11	11
12	102	12	17	lc	True	True	True	True	5	5	11	11
12	103	12	17	lc	True	True	True	True	5	5	11	11
12	104	12	17	lc	True	True	True	True	5	5	11	11
12	105	12	17	lc	True	True	True	True	5	5	11	11
12	106	12	17	lc	True	True	True	True	5	5	11	11
12	107	12	17	lc	True	True	True	True	5	5	11	11
12	108	12	17	lc	True	True	True	True	5	5	11	11
12	109	12	17	lc	True	True	True	True	5	5	11	11
12	110	12	17	lc	True	True	True	True	5	5	11	11
12	111	12	17	lc	True	True	True	True	5	5	11	11
12	112	12	17	lc	True	True	True	True	5	5	11	11
12	113	12	17	lc	True	True	True	True	5	5	11	11
12	114	12	17	lc	True	True	True	True	5	5	11	11
12	115	12	17	lc	True	True	True	True	5	5	11	11
12	116	12	17	lc	True	True	True	True	5	5	11	11
12	117	12	17	lc	True	True	True	True	5	5	11	11
12	118	12	17	lc	True	True	True	True	5	5	11	11
12	119	12	17	lc	True	True	True	True	5	5	11	11
12	120	12	17	lc	True	True	True	True	5	5	11	11
12	121	12	17	lc	True	True	True	True	5	5	11	11
12	122	12	17	lc	True	True	True	True	5	5	11	11
12	123	12	17	lc	True	True	True	True	5	5	11	11
12	124	12	17	lc	True	True	True	True	5	5	11	11
12	125	12	17	lc	True	True	True	True	5	5	11	11
12	126	12	17	lc	True	True	True	True	5	5	11	11
12	127	12	17	lc	True	True	True	True	5	5	11	11
12	128	12	17	lc	True	True	True	True	5	5	11	11
12	129	12	17	lc	True	True	True	True	5	5	11	11
12	130	12	17	lc	True	True	True	True	5	5	11	11
12	131	12	17	lc	True	True	True	True	5	5	11	11
12	132	12	17	lc	True	True	True	True	5	5	11	11
12	133	12	17	lc	True	True	True	True	5	5	11	11
12	134	12	17	lc	True	True	True	True	5	5	11	11
12	135	12	17	lc	True	True	True	True	5	5	11	11
12	136	12	17	lc	True	True	True	True	5	5	11	11
12	137	12	17	lc	True	True	True	True	5	5	11	11
12	138	12	17	lc	True	True	True	True	5	5	11	11
12	139	12	17	lc	True	True	True	True	5	5	11	11
12	140	12	17	lc	True	True	True	True	5	5	11	11
12	141	12	17	lc	True	True	True	True	5	5	11	11
12	142	12	17	lc	True	True	True	True	5	5	11	11
12	143	12	17	lc	True	True	True	True	5	5	11	11
12	144	12	17	lc	True	True	True	True	5	5	11	11
12	145	12	17	lc	True	True	True	True	5	5	11	11
12	146	12	17	lc	True	True	True	True	5	5	11	11
12	147	12	17	lc	True	True	True	True	5	5	11	11
12	148	12	17	lc	True	True	True	True	5	5	11	11
12	149	12	17	lc	True	True	True	True	5	5	11	11
12	150	12	17	lc	True	True	True	True	5	5	11	11
12	151	12	17	lc	True	True	True	True	5	5	11	11
12	152	12	17	lc	True	True	True	True	5	5	11	11
12	153	12	17	lc	True	True	True	True	5	5	11	11
12	154	12	17	lc	True	True	True	True	5	5	11	11
12	155	12	17	lc	True	True	True	True	5	5	11	11
12	156	12	17	lc	True	True	True	True	5	5	11	11
12	157	12	17	lc	True	True	True	True	5	5	11	11
12	158	12	17	lc	True	True	True	True	5	5	11	11
12	159	12	17	lc	True	True	True	True	5	5	11	11
12	160	12	17	lc	True	True	True	True	5	5	11	11
12	161	12	17	lc	True	True	True	True	5	5	11	11
12	162	12	17	lc	True	True	True	True	5	5	11	11
12	163	12	17	lc	True	True	True	True	5	5	11	11
12	164	12	17	lc	True	True	True	True	5	5	11	11
12	165	12	17	lc	True	True	True	True	5	5	11	11
12	166	12	17	lc	True	True	True	True	5	5	11	11
12	167	12	17	lc	True	True	True	True	5	5	11	11
12	168	12	17	lc	True	True	True	True	5	5	11	11
12	169	12	17	lc	True	True	True	True	5	5	11	11
12	170	12	17	lc	True	True	True	True	5	5	11	11
12	171	12	17	lc	True	True	True	True	5	5	11	11
12	172	12	17	lc	True	True	True	True	5	5	11	11
12	173	12	17	lc	True	True	True	True	5	5	11	11
12	174	12	17	lc	True	True	True	True	5	5	11	11
12	175	12	17	lc	True	True	True	True	5	5	11	11
12	176	12	17	lc	True	True	True	True	5	5	11	11
12	177	12	17	lc	True	True	True	True	5	5	11	11
12	178	12	17	lc	True	True	True	True	5	5	11	11
12	179	12	17	lc	True	True	True	True	5	5	11	11
12	180	12	17	lc	True	True	True	True	5	5	11	11
12	181	12	17	lc	True	True	True	True	5	5	11	11
12	182	12	17	lc	True	True	True	True	5	5	11	11
12	183	12	17	lc	True	True	True	True	5	5	11	11
12	184	12	17	lc	True	True	True	True	5	5	11	11
12	185	12	17	lc	True	True	True	True	5	5	11	11
12	186	12	17	lc	True	True	True	True	5	5	11	11
12	187	12	17	lc	True	True	True	True	5	5	11	11
12	188	12	17	lc	True	True	True	True	5	5	11	11
12	189	12	17	lc	True	True	True	True	5	5	11	11
12	190	12	17	lc	True	True	True	True	5	5	11	11
12	191	12	17	lc	True	True	True	True	5	5	11	11
12	192	12	17	lc	True	True	True	True	5	5	11	11
12	193	12	17	lc	True	True	True	True	5	5	11	11
12	194	12	17	lc	True	True	True	True	5	5	11	11
12	195	12	17	lc	True	True	True	True	5	5	11	11
12	196	12	17	lc	True	True	True	True	5	5	11	11
12	197	12	17	lc	True	True	True	True	5	5	11	11
12	198	12	17	lc	True	True	True	True	5	5	11	11
12	199	12	17	lc	True	True	True	True	5	5	11	11
12	200	12	17	lc	True	True	True	True	5	5	11	11
12	201	12	17	lc	True	True	True	True	5	5	11	11
12	202	12	17	lc	True	True	True	True	5	5	11	11
12	203	12	17	lc	True	True	True	True	5	5	11	11
12	204	12	17	lc	True	True	True	True	5	5	11	11
12	205	12	17	lc	True	True	True	True	5	5	11	11
12	206	12	17	lc	True	True	True	True	5	5	11	11
12	207	12	17	lc	True	True	True	True	5	5	11	11
12	208	12	17	lc	True	True	True	True	5	5	11	11
12	209	12	17	lc	True	True	True	True	5	5	11	11
12	210	12	17	lc	True	True	True	True	5	5	11	11
12	211	12	17	lc	True	True	True	True	5	5	11	11
12	212	12	17	lc	True	True	True	True	5	5	11	11
12	213	12	17	lc	True	True	True	True	5	5	11	11
12	214	12	17	lc	True	True	True	True	5	5	11	11
12	215	12	17	lc	True	True	True	True	5	5	11	11
12	216	12	17	lc	True	True	True	True	5	5	11	11
12	217	12	17	lc	True	True	True	True	5	5	11	11
12	218	12	17	lc	True	True	True	True	5	5	11	11
12	219	12	17	lc	True	True	True	True	5	5	11	11
12	220	12	17	lc	True	True	True	True	5	5	11	11
12	221	12	17	lc	True	True	True	True	5	5	11	11
12	222	12	17	lc	True	True	True	True	5	5	11	11
12	223	12	17	lc	True	True	True	True	5	5	11	11
12	224	12	17	lc	True	True	True	True	5	5	11	11
12	225	12	17	lc	True	True	True	True	5	5	11	11
12	226	12	17	lc	True	True	True	True	5	5	11	11
12	227	12	17	lc	True	True	True	True	5	5	11	11
12	228	12	17	lc	True	True	True	True	5	5	11	11
12	229	12	17	lc	True	True	True	True	5	5	11	11
12	230	12	17	lc	True	True	True	True	5	5	11	11
12	231	12	17	lc	True	True	True	True	5	5	11	11
12	232	12	17	lc	True	True	True	True	5	5	11	11
12	233	12	17	lc	True	True	True	True	5	5	11	11
12	234	12	17	lc	True	True	True	True	5	5	11	11
12	235	12	17	lc	True	True	True	True	5	5	11	11
12	236	12	17	lc	True	True	True	True	5	5	11	11
12	237	12	17	lc	True	True	True	True	5	5	11	11
12	238	12	17	lc	True	True	True	True	5	5	11	11
12	239	12	17	lc	True	True	True	True	5	5	11	11
12	240	12	17	lc	True	True	True	True	5	5	11	11
12	241	12	17	lc	True	True	True	True	5	5	11	11
12	242	12	17	lc	True	True	True	True	5	5	11	11
12	243	12	17	lc	True	True	True	True	5	5	11	11
12	244	12	17	lc	True	True	True	True	5	5	11	11
12	245	12	17	lc	True	True	True	True	5	5	11	11
12	246	12	17	lc	True	True	True	True	5	5	11	11
12	247	12	17	lc	True	True	True	True	5	5	11	11
12	248	12	17	lc	True	True	True	True	5	5	11	11
12	249	12	17	lc	True	True	True	True	5	5	11	11
12	250	12	17	lc	True	True	True	True	5	5	11	11
12	251	12	17	lc	True	True	True	True	5	5	11	11
12	252	12	17	lc	True	True	True	True	5	5	11	11
12	253	12	17	lc	True	True	True	True	5	5	11	11
12	254	12	17	lc	True	True	True	True	5	5	11	11
12	255	12	17	lc	True	True	True	True	5	5	11	11
12	256	12	17	lc	True	True	True	True	5	5	11	11
12	257	12	17	lc	True	True	True	True	5	5	11	11
12	258	12	17	lc	True	True	True	True	5	5	11	11
12	259	12	17	lc	True	True	True	True	5	5	11	11
12	260	12	17	lc	True	True	True	True	5	5	11	11
12	261	12	17	lc	True	True	True	True	5	5	11	11
12	262	12	17	lc	True	True	True	True	5	5	11	11
12	263	12	17	lc	True	True	True	True	5	5	11	11
12	264	12	17	lc	True	True	True	True	5	5	11	11
12	265	12	17	lc	True	True	True	True	5	5	11	11
12	266	12	17	lc	True	True	True	True	5	5	11	11
12	267	12	17	lc	True	True	True	True	5	5	11	11
12	268	12	17	lc	True	True	True	True	5	5	11	11
12	269	12	17	lc	True	True	True	True	5	5	11	11
12	270	12	17	lc	True	True	True	True	5	5	11	11
12	271	12	17	lc	True	True	True	True	5	5	11	11
12	272	12	17	lc	True	True	True	True	5	5	11	11
12	273	12	17	lc	True	True	True	True	5	5	11	11
12	274	12	17	lc	True	True	True	True	5	5	11	11
12	275	12	17	lc	True	True	True	True	5	5	11	11
12	276	12	17	lc	True	True	True	True	5	5	11	11
12	277	12	17	lc	True	True	True	True	5	5	11	11
12	278	12	17	lc	True	True	True	True	5	5	11	11
12	279	12	17	lc	True	True	True	True	5	5	11	11
12	280	12	17	lc	True	True	True	True	5	5	11	11
12	281	12	17	lc	True	True	True	True	5	5	11	11
12	282	12	17	lc	True	True	True	True	5	5	11	11
12	283	12	17	lc	True	True	True	True	5	5	11	11
12	284	12	17	lc	True	True	True	True	5	5	11	11
12	285	12	17	lc	True	True	True	True	5	5	11	11
12	286	12	17	lc	True	True	True	True	5	5	11	11
12	287	12	17	lc	True	True	True	True	5	5	11	11
12	288	12	17	lc	True	True	True	True	5	5	11	11
12	289	12	17	lc	True	True	True	True	5	5	11	11
12	290	12	17	lc	True	True	True	True	5	5	11	11
12	291	12	17	lc	True	True	True	True	5	5	11	11
12	292	12	17	lc	True	True	True	True	5	5	11	11
12	293	12	17	lc	True	True	True	True	5	5	11	11
12	294	12	17	lc	True	True	True	True	5	5	11	11
12	295	12	17	lc	True	True	True	True	5	5	11	11
12	296	12	17	lc	True	True	True	True	5	5	11	11
12	297	12	17	lc	True	True	True	True	5	5	11	11
12	298	12	17	lc	True	True	True	True	5	5	11	11
12	299	12	17	lc	True	True	True	True	5	5	11	11
12	300	12	17	lc	True	True	True	True	5	5	11	11
12	301	12	17	lc	True	True	True	True	5	5	11	11
12	302	12	17	lc	True	True	True	True	5	5	11	11
12	303	12	17	lc	True	True	True	True	5	5	11	11
12	304	12	17	lc	True	True	True	True	5	5	11	11
12	305	12	17	lc	True	True	True	True	5	5	11	11
12	306	12	17	lc	True	True	True	True	5	5	11	11
12	307	12	17	lc	True	True	True	True	5	5	11	11
12	308	12	17	lc	True	True	True	True	5	5	11	11
12	309	12	17	lc	True	True	True	True	5	5	11	11
12	310	12	17	lc	True	True	True	True	5	5	11	11
12	311	12	17	lc	True	True	True	True	5	5	11	11
12	312	12	17	lc	True	True	True	True	5	5	11	11
12	313	12	17	lc	True	True	True	True	5	5	11	11
12	314	12	17	lc	True	True	True	True	5	5	11	11
12	315	12	17	lc	True	True	True	True	5	5	11	11
12	316	12	17	lc	True	True	True	True	5	5	11	11
12	317	12	17	lc	True	True	True	True	5	5	11	11
12	318	12	17	lc	True	True	True	True	5	5	11	11
12	319	12	17	lc	True	True	True	True	5	5	11	11
12	320	12	17	lc	True	True	True	True	5	5	11	11
12	321	12	17	lc	True	True	True	True	5	5	11	11
12	322	12	17	lc	True	True	True	True	5	5	11	11
12	323	12	17	lc	True	True	True	True	5	5	11	11
12	324	12	17	lc	True	True	True	True	5	5	11	11
12	325	12	17	lc	True	True	True	True	5	5	11	11
12	326	12	17	lc	True	True	True	True	5	5	11	11
12	327	12	17	lc	True	True	True	True	5	5	11	11
12	328	12	17	lc	True	True	True	True	5	5	11	11
12	329	12	17	lc	True	True	True	True	5	5	11	11
12	330	12	17	lc	True	True	True	True	5	5	11	11
12	331	12	17	lc	True	True	True	True	5	5	11	11
12	332	12	17	lc	True	True	True	True	5	5	11	11
12	333	12	17	lc	True	True	True	True	5	5	11	11
12	334	12	17	lc	True	True	True	True	5	5	11	11
12	335	12	17	lc	True	True	True	True	5	5	11	11
12	336	12	17	lc	True	True	True	True	5	5	11	11
12	337	12	17	lc	True	True	True	True	5	5	11	11
12	338	12	17	lc	True	True	True	True	5	5	11	11
12	339	12	17	lc	True	True	True	True	5	5	11	11
12	340	12	17	lc	True	True	True	True	5	5	11	11
12	341	12	17	lc	True	True	True	True	5	5	11	11
12	342	12	17	lc	True	True	True	True	5	5	11	11
12	343	12	17	lc	True	True	True	True	5	5	11	11
12	344	12	17	lc	True	True	True	True	5	5	11	11
12	345	12	17	lc	True	True	True	True	5	5	11	11
12	346	12	17	lc	True	True	True	True	5	5	11	11
12	347	12	17	lc	True	True	True	True	5	5	11	11
12	348	12	17	lc	True	True	True	True	5	5	11	11
12	349	12	17	lc	True	True	True	True	5	5	11	11
12	350	12	17	lc	True	True	True	True	5	5	11	11
12	351	12	17	lc	True	True	True	True	5	5	11	11
12	352	12	17	lc	True	True	True	True	5	5	11	11
12	353	12	17	lc	True	True	True	True	5	5	11	11
12	354	12	17	lc	True	True	True	True	5	5	11	11
12	355	12	17	lc	True	True	True	True	5	5	11	11
12	356	12	17	lc	True	True	True	True	5	5	11	11
12	357	12	17	lc	True	True	True	True	5	5	11	11
12	358	12	17	lc	True	True	True	True	5	5	11	11
12	359	12	17	lc	True	True	True	True	5	5	11	11
12	360	12	17	lc	True	True	True	True	5	5	11	11
12	361	12	17	lc	True	True	True	True	5	5	11	11
12	362	12	17	lc	True	True	True	True	5	5	11	11
12	363	12	17	lc	True	True	True	True	5	5	11	11
12	364	12	17	lc	True	True	True	True	5	5	11	11
12	365	12	17	lc	True	True	True	True	5	5	11	11
12	366	12	17	lc	True	True	True	True	5	5	11	11
12	367	12	17	lc	True	True	True	True	5	5	11	11
12	368	12	17	lc	True	True	True	True	5	5	11	11
12	369	12	17	lc	True	True	True	True	5	5	11	11
12	370	12	17	lc	True	True	True	True	5	5	11	11
12	371	12	17	lc	True	True	True	True	5	5	11	11
12	372	12	17	lc	True	True	True	True	5	5	11	11
12	373	12	17	lc	True	True	True	True	5	5	11	11
12	374	12	17	lc	True	True	True	True	5	5	11	11
12	375	12	17	lc	True	True	True	True	5	5	11	11
12	376	12	17	lc	True	True	True	True	5	5	11	11
12	377	12	17	lc	True	True	True	True	5	5	11	11
12	378	12	17	lc	True	True	True	True	5	5	11	11
12	379	12	17	lc	True	True	True	True	5	5	11	11
12	380	12	17	lc	True	True	True	True	5	5	11	11
12	381	12	17	lc	True	True	True	True	5	5	11	11
12	382	12	17	lc	True	True	True	True	5	5	11	11
12	383	12	17	lc	True	True	True	True	5	5	11	11
12	384	12	17	lc	True	True	True	True	5	5	11	11
12	385	12	17	lc	True	True	True	True	5	5	11	11
12	386	12	17	lc	True	True	True	True	5	5	11	11
12	387	12	17	lc	True	True	True	True	5	5	11	11
12	388	12	17	lc	True	True	True	True	5	5	11	11
12	389	12	17	lc	True	True	True	True	5	5	11	11
12	390	12	17	lc	True	True	True	True	5	5	11	11
12	391	12	17	lc	True	True	True	True	5	5	11	11
12	392	12	17	lc	True	True	True	True	5	5	11	11
12	393	12	17	lc	True	True	True	True	5	5	11	11
12	394	12	17	lc	True	True	True	True	5	5	11	11
12	395	12	17	lc	True	True	True	True	5	5	11	11
12	396	12	17	lc	True	True	True	True	5	5	11	11
12	397	12	17	lc	True	True	True	True	5	5	11	11
12	398	12	17	lc	True	True	True	True	5	5	11	11
12	399	12	17	lc	True	True	True	True	5	5	11	11
12	400	12	17	lc	True	True	True	True	5	5	11	11
12	401	12	17	lc	True	True	True	True	5	5	11	11
12	402	12	17	lc	True	True	True	True	5	5	11	11
12	403	12	17	lc	True	True	True	True	5	5	11	11
12	404	12	17	lc	True	True	True	True	5	5	11	11
12	405	12	17	lc	True	True	True	True	5	5	11	11
12	406	12	17	lc	True	True	True	True	5	5	11	11
12	407	12	17	lc	True	True	True	True	5	5	11	11
12	408	12	17	lc	True	True	True	True	5	5	11	11
12	409	12	17	lc	True	True	True	True	5	5	11	11
12	410	12	17	lc	True	True	True	True	5	5	11	11
12	411	12	17	lc	True	True	True	True	5	5	11	11
12	412	12	17	lc	True	True	True	True	5	5	11	11
12	413	12	17	lc	True	True	True	True	5	5	11	11
12	414	12	17	lc	True	True	True	True	5	5	11	11
12	415	12	17	lc	True	True	True	True	5	5	11	11
12	416	12	17	lc	True	True	True	True	5	5	11	11
12	417	12	17	lc	True	True	True	True	5	5	11	11
12	418	12	17	lc	True	True	True	True	5	5	11	11
12	419	12	17	lc	True	True	True	True	5	5	11	11
12	420	12	17	lc	True	True	True	True	5	5	11	11
12	421	12	17	lc	True	True	True	True	5	5	11	11
12	422	12	17	lc	True	True	True	True	5	5	11	11
12	423	12	17	lc	True	True	True	True	5	5	11	11
12	424	12	17	lc	True	True	True	True	5	5	11	11
12	425	12	17	lc	True	True	True	True	5	5	11	11
12	426	12	17	lc	True	True	True	True	5	5	11	11
12	427	12	17	lc	True	True	True	True	5	5	11	11
12	428	12	17	lc	True	True	True	True	5	5	11	11
12	429	12	17	lc	True	True	True	True	5	5	11	11
12	430	12	17	lc	True	True	True	True	5	5	11	11
12	431	12	17	lc	True	True	True	True	5	5	11	11
12	432	12	17	lc	True	True	True	True	5	5	11	11
12	433	12	17	lc	True	True	True	True	5	5	11	11
12	434	12	17	lc	True	True	True	True	5	5	11	11
12	435	12	17	lc	True	True	True	True	5	5	11	11
12	436	12	17	lc	True	True	True	True	5	5	11	11
12	437	12	17	lc	True	True	True	True	5	5	11	11
12	438	12	17	lc	True	True	True	True	5	5	11	11
12	439	12	17	lc	True	True	True	True	5	5	11	11
12	440	12	17	lc	True	True	True	True	5	5	11	11
12	441	12	17	lc	True	True	True	True	5	5	11	11
12	442	12	17	lc	True	True	True	True	5	5	11	11
12	443	12	17	lc	True	True	True	True	5	5	11	11
12	444	12	17	lc	True	True	True	True	5	5	11	11
12	445	12	17	lc	True	True	True	True	5	5	11	11
12	446	12	17	lc	True	True	True	True	5	5	11	11
12	447	12	17	lc	True	True	True	True	5	5	11	11
12	448	12	17	lc	True	True	True	True	5	5	11	11
12	449	12	17	lc	True	True	True	True	5	5	11	11
12	450	12	17	lc	True	True	True	True	5	5	11	11
12	451	12	17	lc	True	True	True	True	5	5	11	11
12	452	12	17	lc	True	True	True	True	5	5	11	11
12	453	12	17	lc	True	True	True	True	5	5	11	11
12	454	12	17	lc	True	True	True	True	5	5	11	11
12	455	12	17	lc	True	True	True	True	5	5	11	11
12	456	12	17	lc	True	True	True	True	5	5	11	11
12	457	12	17	lc	True	True	True	True	5	5	11	11
12	458	12	17	lc	True	True	True	True	5	5	11	11
12	459	12	17	lc	True	True	True	True	5	5	11	11
12	460	12	17	lc	True	True	True	True	5	5	11	11
12	461	12	17	lc	True	True	True	True	5	5	11	11
12	462	12	17	lc	True	True	True	True	5	5	11	11
12	463	12	17	lc	True	True	True	True	5	5	11	11
12	464	12	17	lc	True	True	True	True	5	5	11	11
12	465	12	17	lc	True	True	True	True	5	5	11	11
12	466	12	17	lc	True	True	True	True	5	5	11	11
12	467	12	17	lc	True	True	True	True	5	5	11	11
12	468	12	17	lc	True	True	True	True	5	5	11	11
12	469	12	17	lc	True	True	True	True	5	5	11	11
12	470	12	17	lc	True	True	True	True	5	5	11	11
12	471	12	17	lc	True	True	True	True	5	5	11	11
12	472	12	17	lc	True	True	True	True	5	5	11	11
12	473	12	17	lc	True	True	True	True	5	5	11	11
12	474	12	17	lc	True	True	True	True	5	5	11	11
12	475	12	17	lc	True	True	True	True	5	5	11	11
12	476	12	17	lc	True	True	True	True	5	5	11	11
12	477	12	17	lc	True	True	True	True	5	5	11	11
12	478	12	17	lc	True	True	True	True	5	5	11	11
12	479	12	17	lc	True	True	True	True	5	5	11	11
12	480	12	17	lc	True	True	True	True	5	5	11	11
12	481	12	17	lc	True	True	True	True	5	5	11	11
12	482	12	17	lc	True	True	True	True	5	5	11	11
12	483	12	17	lc	True	True	True	True	5	5	11	11
12	484	12	17	lc	True	True	True	True	5	5	11	11
12	485	12	17	lc	True	True	True	True	5	5	11	11
12	486	12	17	lc	True	True	True	True	5	5	11	11
12	487	12	17	lc	True	True	True	True	5	5	11	11
12	488	12	17	lc	True	True	True	True	5	5	11	11
12	489	12	17	lc	True	True	True	True	5	5	11	11
12	490	12	17	lc	True	True	True	True	5	5	11	11
12	491	12	17	lc	True	True	True	True	5	5	11	11
12	492	12	17	lc	True	True	True	True	5	5	11	11
12	493	12	17	lc	True	True	True	True	5	5	11	11
12	494	12	17	lc	True	True	True	True	5	5	11	11
12	495	12	17	lc	True	True	True	True	5	5	11	11
12	496	12	17	lc	True	True	True	True	5	5	11	11
12	497	12	17	lc	True	True	True	True	5	5	11	11
