cut	79
Partition 0	3586,3534
Partition 1	3533,3578,3579
Partition 2	3605,3606
Partition 3	3567,3526,3554
Partition 4	3540,3548
Partition 5	3538,3539,3537
Partition 6	3547,3587,3544
Partition 7	3603,3604,3607
Partition 8	3612,3613
Partition 9	3568,3566,3569
Partition 10	3571,3570
Partition 11	3563,3565
Partition 12	3556,3564,3558
Partition 13	3555,3559,3560
Partition 14	3594,3593,3595
Partition 15	3535,3536
Partition 16	3523,3562,3561
Partition 17	3541,3542,3592
Partition 18	3545,3546,3543
Partition 19	3600,3599
Partition 20	3597,3598
Partition 21	3528,3596,3527
Partition 22	3610,3522,3611
Partition 23	3621,3620
Partition 24	3574,3573,3572
Partition 25	3549,3550,3551
Partition 26	3525,3529,3531
Partition 27	3521,3530,3532
Partition 28	3617,3618
Partition 29	3614,3615,3616
Partition 30	3602,3601
Partition 31	3520,3585,3589
Partition 32	3590,3619,3588
Partition 33	3584,3557
Partition 34	3609,3524,3608
Partition 35	3581,3582,3580
Partition 36	3576,3577,3583
Partition 37	3591,3575,3553,3552
