cut	67
Partition 0	3533,3527,3528,3552
Partition 1	3541,3551,3549,3550
Partition 2	3526,3535,3536,3560,3561
Partition 3	3596,3597,3598,3534
Partition 4	3525,3589,3590
Partition 5	3554,3555,3556,3557,3613
Partition 6	3576,3621,3622,3620
Partition 7	3624,3623,3520,3553
Partition 8	3575,3566,3537,3538,3570
Partition 9	3568,3569,3571,3572
Partition 10	3558,3559,3562,3584
Partition 11	3574,3573,3567,3563
Partition 12	3521,3539,3540,3581
Partition 13	3545,3524,3544,3522
Partition 14	3546,3547,3548,3530,3529
Partition 15	3585,3616,3617,3618
Partition 16	3531,3532,3586,3592
Partition 17	3587,3591,3593,3588
Partition 18	3583,3582,3594
Partition 19	3600,3601,3602,3603
Partition 20	3595,3604,3605,3619
Partition 21	3543,3614,3607,3615
Partition 22	3608,3564,3606,3612,3611
Partition 23	3578,3542,3523,3577
Partition 24	3579,3565,3599,3609,3580,3610
