cut	30
Partition 0	39,37,38
Partition 1	88,87,86,84
Partition 2	53,54,85
Partition 3	24,25,62
Partition 4	78,77,26
Partition 5	36,61,76,75
Partition 6	21,40,41
Partition 7	56,55,63
Partition 8	19,20,42,49
Partition 9	0,1,74,48
Partition 10	2,8,22
Partition 11	73,72,70,71
Partition 12	32,31,30,69
Partition 13	44,82,81
Partition 14	47,46,45
Partition 15	5,7,6,43
Partition 16	9,58,52,89
Partition 17	59,12,13
Partition 18	60,51,50,83
Partition 19	33,57,80,79
Partition 20	65,64,66,68
Partition 21	67,35,34
Partition 22	18,10,17
Partition 23	16,15,14
Partition 24	3,4,11
Partition 25	29,23,28,27
