iteration	t
1	22,31,104,107,111,230,952,975,2780
2	4,172,257,684,1628,2298,2311,2385,2477,2805
3	366,436,458,498,588,712,2650,2695,2700,6338
4	211,248,296,1130,1832,1841,6090,6095
5	136,294,324,346,356,376,1007,1077,1128,1609,1674
6	470,2894,3222,6846,7812,7813,7884
7	506,509,1794
8	3,94,991,1220,1435,1889,4657
9	2887,2924,2980,4480,7054
10	9
