cut	42
Partition 0	67,71,80,83,87
Partition 1	5,18,23,48,76
Partition 2	0,69,88,10,49
Partition 3	1,31,35,73,79
Partition 4	92,19,53,59,64
Partition 5	17,22,42,45,54,55
Partition 6	61,66,75,94,84
Partition 7	26,56,95,74,77,82
Partition 8	3,4,41,44,91
Partition 9	9,30,58,68,99
Partition 10	34,52,60,89
Partition 11	6,29,50,97,86
Partition 12	14,7,12,21,40
Partition 13	25,27,47,36,51
Partition 14	43,70,72,93,96
Partition 15	8,13,38,46,81
Partition 16	28,32,33,39,85
Partition 17	15,20,90,98
Partition 18	24,63,57,65,78
Partition 19	2,11,16,37,62
