cut	130
Partition 0	29,64,19
Partition 1	16,33,32
Partition 2	43,30,21
Partition 3	52,99,62
Partition 4	1,18,98,50
Partition 5	39,27,34
Partition 6	65,20,78,91
Partition 7	2,97,46
Partition 8	48,75,41
Partition 9	4,90,54
Partition 10	0,67,57,88
Partition 11	24,36,69
Partition 12	70,47,60,51
Partition 13	59,95,96
Partition 14	71,13,83,56
Partition 15	77,22,23
Partition 16	10,82,40
Partition 17	45,53,11,28
Partition 18	85,5,81
Partition 19	6,17,61,80
Partition 20	73,94,38
Partition 21	35,93,74,76
Partition 22	58,55,49
Partition 23	68,86,7,26
Partition 24	63,8,79
Partition 25	44,92,15,87
Partition 26	66,42,14
Partition 27	3,9,31
Partition 28	12,72,25
Partition 29	89,37,84
