cut	37
Partition 0	11,13,38,46,81,16,62
Partition 1	8,28,32,33,39,85
Partition 2	6,29,34,52,86,89
Partition 3	60,50,70,97,96
Partition 4	7,12,21,40,43,51
Partition 5	25,27,47,36,72,93
Partition 6	15,20,90,98,37
Partition 7	2,24,63,57,65,78
Partition 8	1,31,35,73,79,19,59
Partition 9	4,41,44,91,53,64
Partition 10	9,30,58,68,99
Partition 11	26,56,95,74,77,82
Partition 12	17,22,42,45,54,55
Partition 13	61,66,75,94,84
Partition 14	5,18,23,48,76,83
Partition 15	0,3,14,69,88,10
Partition 16	49,92,67,71,80,87
