cut	41
Partition 0	7498,7499,7500,7501,7502
Partition 1	7518,7506,7516,7517
Partition 2	7495,7493,7503,7525
Partition 3	7497,7505,7528,7504,7520
Partition 4	7537,7536,7529,7530
Partition 5	7563,7519,7562,7492,7561
Partition 6	7522,7523,7524,7534,7535
Partition 7	7532,7521,7526,7533,7527
Partition 8	7554,7490,7531,7553
Partition 9	7550,7551,7508,7555,7556
Partition 10	7543,7544,7545,7540
Partition 11	7541,7542,7552,7539,7538
Partition 12	7507,7491,7509,7514,7515
Partition 13	7511,7512,7494,7510,7513
Partition 14	7560,7557,7558,7559
Partition 15	7548,7547,7549,7546,7496
