iteration	t
1	13,28,77,83,106,138,200,209,309,653,694,1093,3539,5458,7662
2	15,70,78,80,86,122,141,142,144,146,1129,1162,1226,1827,2017,2220,2713
3	38,47,55,134,290,311,502
4	11,31,47,54,68,78,91,133,158,671,999,2518
5	14,16,56,77,82,85,103,109,128,145
6	15,67,1650,2618,5766,9534,11229
7	6835,6858,6859,6863,6872,6904,10235,10245,14758
8	9675,9778,10390,12322
