cut	54
Partition 0	48,52,72
Partition 1	2,5,71,69
Partition 2	26,34,50
Partition 3	6,17,37
Partition 4	3,21,38,91
Partition 5	20,46,35
Partition 6	18,22,75
Partition 7	36,56,63,79
Partition 8	49,78,96
Partition 9	28,76,87,68
Partition 10	4,25,58,70
Partition 11	54,67,89,98
Partition 12	83,84,86
Partition 13	29,33,51,61,66
Partition 14	12,92,64
Partition 15	13,19,77
Partition 16	0,31,65,74
Partition 17	1,10,41,45
Partition 18	62,47,82,90
Partition 19	44,93,94
Partition 20	14,16,57,23
Partition 21	55,81,95
Partition 22	8,40,88,99
Partition 23	7,27,42,59
Partition 24	15,53,85
Partition 25	9,30,43,60
Partition 26	97,80,73
Partition 27	24,11,32,39
