cut	46
Partition 0	1,27,31,35
Partition 1	8,33,49,68
Partition 2	6,15,65,75
Partition 3	29,48,51,56
Partition 4	43,70,74,78
Partition 5	73,13,77
Partition 6	23,28,44
Partition 7	0,54,57,61
Partition 8	12,19,47,55
Partition 9	3,24,39,63
Partition 10	20,64,14
Partition 11	32,58,69
Partition 12	22,34,40,71
Partition 13	79,4,45
Partition 14	10,5,62
Partition 15	11,60,25
Partition 16	2,9,37,42
Partition 17	17,41,67
Partition 18	38,26,52,76
Partition 19	21,53,59,72
Partition 20	16,18,30,50
Partition 21	7,36,46,66
