cut	113
Partition 0	2129,2068
Partition 1	2130,2139
Partition 2	2138,2140
Partition 3	2066,2131
Partition 4	2142,2143
Partition 5	2132,2135
Partition 6	2076,2134,2136,2133
Partition 7	2105,2104
Partition 8	2095,2144
Partition 9	2094,2098
Partition 10	2151,2152
Partition 11	2141,2149,2150
Partition 12	2146,2100
Partition 13	2145,2148,2147
Partition 14	2107,2106
Partition 15	2069,2111
Partition 16	2109,2110,2108
Partition 17	2063,2099
Partition 18	2088,2089,2093
Partition 19	2083,2087,2137
Partition 20	2082,2062
Partition 21	2090,2092
Partition 22	2078,2091
Partition 23	2102,2101,2103
Partition 24	2077,2067
Partition 25	2096,2097,2075
Partition 26	2065,2079
Partition 27	2084,2086
Partition 28	2080,2085,2081
Partition 29	2064,2125
Partition 30	2126,2182
Partition 31	2187,2181
Partition 32	2112,2113
Partition 33	2116,2117,2118
Partition 34	2073,2119,2180
Partition 35	2121,2122
Partition 36	2185,2186
Partition 37	2200,2199
Partition 38	2183,2184
Partition 39	2124,2123,2188
Partition 40	2196,2194
Partition 41	2198,2197
Partition 42	2189,2190
Partition 43	2191,2192,2193,2195
Partition 44	2120,2179
Partition 45	2170,2172
Partition 46	2174,2177
Partition 47	2071,2115
Partition 48	2127,2114
Partition 49	2176,2171
Partition 50	2128,2173,2175,2178
Partition 51	2072,2156
Partition 52	2157,2074
Partition 53	2070,2161
Partition 54	2164,2158,2160
Partition 55	2162,2165
Partition 56	2163,2155,2159
Partition 57	2154,2167
Partition 58	2166,2153,2168,2169
