cut	91
Partition 0	12,13,14,15,16
Partition 1	58,56,57,59
Partition 2	46,45,47,48
Partition 3	54,55,53
Partition 4	52,49,50,51
Partition 5	78,80,67
Partition 6	11,9,10,8,39
Partition 7	41,43,21,44
Partition 8	76,74,75,77
Partition 9	40,72,71,73,69,70
Partition 10	86,84,87,85
Partition 11	89,0,88,82,83
Partition 12	36,38,34,25
Partition 13	18,17,22,19
Partition 14	20,24,42,23
Partition 15	6,5,7,26
Partition 16	29,30,27,28
Partition 17	32,31,33,35,37
Partition 18	63,62,60,61
Partition 19	3,65,64,66,68
Partition 20	2,4,1,81,79
