cut	55
Partition 0	26,54
Partition 1	23,49
Partition 2	5,7
Partition 3	16,58
Partition 4	25,43
Partition 5	19,10,47
Partition 6	24,29
Partition 7	17,22
Partition 8	13,48,18
Partition 9	6,14
Partition 10	12,42,33
Partition 11	40,50
Partition 12	28,20,44
Partition 13	38,39
Partition 14	8,32
Partition 15	51,36
Partition 16	21,59
Partition 17	55,46
Partition 18	37,41
Partition 19	0,11
Partition 20	4,52,3
Partition 21	9,27
Partition 22	31,53
Partition 23	1,57,35
Partition 24	2,34,56
Partition 25	45,30,15
