cut	31
Partition 0	8,70,71
Partition 1	44,43,75,93
Partition 2	72,61,64,65
Partition 3	40,41,63,62
Partition 4	11,12,13,81
Partition 5	14,68,69,67
Partition 6	80,2,79,78
Partition 7	52,57,90
Partition 8	60,50,51,59
Partition 9	9,17,96,58
Partition 10	16,15,66
Partition 11	5,6,10
Partition 12	3,4,56,74,73
Partition 13	23,22,24
Partition 14	94,95,26
Partition 15	99,28,25,27
Partition 16	45,49,48
Partition 17	38,47,46
Partition 18	1,37,53
Partition 19	0,98,76,31,32
Partition 20	19,18,20
Partition 21	89,88,87,86
Partition 22	21,36,35,55
Partition 23	92,42,97,91
Partition 24	7,29,30,39
Partition 25	34,33,54,84
Partition 26	83,85,82,77
