cut	59
Partition 0	5,52,81
Partition 1	7,38,71
Partition 2	75,39,74
Partition 3	24,41,46
Partition 4	3,36,12
Partition 5	22,26,54,51
Partition 6	89,28,86,58
Partition 7	1,85,29
Partition 8	17,69,64
Partition 9	18,43,55
Partition 10	8,25,27
Partition 11	40,88,0
Partition 12	19,15,76,80,79
Partition 13	4,44,82
Partition 14	66,87,57,67
Partition 15	9,48,30,49
Partition 16	23,56,84
Partition 17	53,33,42,78
Partition 18	72,77,14
Partition 19	16,31,32,65,61
Partition 20	11,34,45,70
Partition 21	6,37,60
Partition 22	50,10,63
Partition 23	62,59,68
Partition 24	13,73
Partition 25	35,83,47
Partition 26	2,20,21
