cut	73
Partition 0	23,48
Partition 1	18,45,69
Partition 2	0,11,15
Partition 3	34,26
Partition 4	43,22,37
Partition 5	9,35,33
Partition 6	62,44,63
Partition 7	2,59,25
Partition 8	29,32,30
Partition 9	50,14
Partition 10	67,57,68
Partition 11	12,17
Partition 12	4,55,64
Partition 13	27,40
Partition 14	47,38,56
Partition 15	5,41,36
Partition 16	60,8
Partition 17	10,19,42
Partition 18	13,49,61
Partition 19	66,6
Partition 20	52,51,21
Partition 21	7,46,20
Partition 22	39,58,53
Partition 23	3,16
Partition 24	31,24,65
Partition 25	54,28,1
