cut	29
Partition 0	39,38
Partition 1	15,14,17
Partition 2	12,13,40
Partition 3	52,48
Partition 4	61,50,60
Partition 5	62,58,59
Partition 6	25,6
Partition 7	26,27,28
Partition 8	16,30,29
Partition 9	8,9,10
Partition 10	36,68,63
Partition 11	23,24
Partition 12	11,54,37
Partition 13	35,44
Partition 14	2,3,4
Partition 15	5,53,49
Partition 16	0,1,69
Partition 17	34,7
Partition 18	32,31,33
Partition 19	21,22,45
Partition 20	64,67,66
Partition 21	47,46,65
Partition 22	43,41,42
Partition 23	18,57
Partition 24	20,19,51
Partition 25	56,55
