cut	34
Partition 0	1693,1692,1679
Partition 1	1696,1697,1698,1680
Partition 2	1678,1664,1677
Partition 3	1665,1691,1707,1708
Partition 4	1662,1675,1676
Partition 5	1681,1663,1682,1685
Partition 6	1705,1699,1703,1704
Partition 7	1700,1701,1702
Partition 8	1715,1716,1714
Partition 9	1713,1667,1666,1712
Partition 10	1723,1722,1694,1695
Partition 11	1706,1720,1721,1719
Partition 12	1673,1674,1690,1689
Partition 13	1683,1668,1669
Partition 14	1684,1687,1709,1688
Partition 15	1711,1710,1717,1718
Partition 16	1672,1671,1686,1670
