cut	43
Partition 0	6,16,89
Partition 1	2,23,46,75
Partition 2	84,3,68,50
Partition 3	12,43,76
Partition 4	33,61,64,71
Partition 5	35,56,77
Partition 6	7,26,70
Partition 7	0,30,31,41,47
Partition 8	44,83,36,39
Partition 9	28,45,42,81
Partition 10	1,14,52,17
Partition 11	37,79,51,57
Partition 12	19,66,78
Partition 13	25,53,86,69
Partition 14	5,15,29,85
Partition 15	9,58,60,62
Partition 16	13,67,72,80
Partition 17	11,38,88
Partition 18	24,74,82
Partition 19	27,32,87
Partition 20	4,40,59,63,65
Partition 21	10,22,34
Partition 22	8,18,21,48,73
Partition 23	20,54,55,49
