cut	38
Partition 0	10,11
Partition 1	4,37
Partition 2	6,55,29
Partition 3	3,18
Partition 4	14,23
Partition 5	0,40,58
Partition 6	19,49
Partition 7	9,28
Partition 8	27,32
Partition 9	12,26
Partition 10	33,36,39
Partition 11	35,59
Partition 12	20,31,48
Partition 13	46,54
Partition 14	13,42
Partition 15	8,50
Partition 16	7,41
Partition 17	47,53
Partition 18	17,25
Partition 19	16,22
Partition 20	38,44
Partition 21	2,15,52
Partition 22	21,34
Partition 23	43,45,56
Partition 24	1,5,24
Partition 25	30,51,57
