cut	118
Partition 0	38,40,82
Partition 1	81,78,80,79
Partition 2	18,17,30,71
Partition 3	59,55,54
Partition 4	58,56,57
Partition 5	21,23,22
Partition 6	25,27,24,26
Partition 7	12,11,10
Partition 8	7,6,9
Partition 9	51,49,50
Partition 10	4,20,47,69
Partition 11	34,60,61
Partition 12	83,62,63
Partition 13	8,85,88
Partition 14	48,87,39,86
Partition 15	41,93,95
Partition 16	90,89,92,91
Partition 17	19,94,14
Partition 18	16,68,96
Partition 19	0,98,42
Partition 20	5,3,2
Partition 21	67,65,28,66
Partition 22	32,29,46
Partition 23	43,44,45
Partition 24	64,33,31
Partition 25	99,1,52,53
Partition 26	97,36,35
Partition 27	15,13,72,37
Partition 28	76,74,73,75
Partition 29	77,84,70
