cut	38
Partition 0	3585,3584,3546
Partition 1	3581,3566,3583,3582
Partition 2	3527,3528,3534
Partition 3	3565,3564,3535,3545
Partition 4	3549,3548,3550
Partition 5	3526,3542,3547
Partition 6	3552,3553,3554
Partition 7	3543,3539,3544
Partition 8	3551,3537,3536,3538,3577
Partition 9	3556,3557,3555
Partition 10	3523,3570,3569
Partition 11	3573,3572,3571
Partition 12	3520,3580,3579,3568
Partition 13	3574,3575,3576,3578
Partition 14	3558,3567,3521
Partition 15	3560,3561,3562,3563
Partition 16	3533,3529,3530
Partition 17	3541,3525,3524,3559
Partition 18	3531,3532,3522,3540
