cut	33
Partition 0	33,76,35
Partition 1	85,64,69
Partition 2	4,1,3,78
Partition 3	19,24,59
Partition 4	87,86,25
Partition 5	65,66,67,60
Partition 6	82,53,74
Partition 7	56,2,50,51
Partition 8	55,29,57
Partition 9	16,49,28
Partition 10	45,73,22
Partition 11	31,52,46,75
Partition 12	40,63,84
Partition 13	0,89,18,37,21
Partition 14	44,10,47
Partition 15	77,6,58
Partition 16	27,32,20
Partition 17	14,71,62
Partition 18	9,15,13
Partition 19	70,7,88,83
Partition 20	39,12,26
Partition 21	41,80
Partition 22	5,79,30
Partition 23	72,81,36
Partition 24	11,17,48
Partition 25	38,54,68
Partition 26	34,8,23
Partition 27	42,43,61
