cut	64
Partition 0	62,59,68
Partition 1	9,10,30
Partition 2	50,63,73
Partition 3	20,21,47
Partition 4	2,35,83
Partition 5	11,34,45,70
Partition 6	6,37,60
Partition 7	4,44,82
Partition 8	66,87,57
Partition 9	48,49,67
Partition 10	23,77,84
Partition 11	16,31,14
Partition 12	53,33,56
Partition 13	32,65,42,78,61
Partition 14	8,25,27
Partition 15	7,38,71
Partition 16	18,43,55
Partition 17	36,5,52
Partition 18	75,39,74
Partition 19	3,22,54,51
Partition 20	72,26,81
Partition 21	19,15,76
Partition 22	40,88,0
Partition 23	69,80,79
Partition 24	28,86,58
Partition 25	1,85,17,64
Partition 26	41,13,46
Partition 27	89,12,24,29
