cut	99
Partition 0	29,31,30
Partition 1	26,27,28
Partition 2	24,23,25
Partition 3	40,42,41
Partition 4	39,37,38
Partition 5	32,34,33
Partition 6	78,35,36
Partition 7	14,15,16
Partition 8	17,18,19
Partition 9	22,20,21
Partition 10	51,50,43
Partition 11	48,49,47
Partition 12	6,5,7
Partition 13	9,46,44,45
Partition 14	65,66
Partition 15	11,67,68
Partition 16	70,69,71
Partition 17	60,59,61
Partition 18	62,63,64
Partition 19	53,52,54
Partition 20	58,57,55,56
Partition 21	8,76,75
Partition 22	74,73,72
Partition 23	0,89,88
Partition 24	1,2,4
Partition 25	85,86,87
Partition 26	81,84,82,83
Partition 27	80,79,77
Partition 28	3,12,10,13
