iteration	t
1	57,83,85,96,213,240,264,296,368,385,572,1302,2468,2494
2	252,267,299,553,2452,3420,3516,3530,3536,3586,3610,3612,3636,3909,3913,4858
3	239,551,583,612,1266,1307,1604,1864,1869,1872,1875,1881,3619,3764
4	624,669,701,708,727,981,1112,1293,1383,3303,3442,4326,4338,5915
5	9,17,22,187,225,250,382,411,1506,4543
6	3,34,67,79
7	4,434,436,442,814,1351,1473,2859,4096,5440,6260
8	1,8,10,246,270,304,320
9	7,8,25,26,199,4802,5128,10120,15690
