cut	110
Partition 0	1193,1194,1197
Partition 1	1195,1196,1198,1199
Partition 2	1234,1186,1233
Partition 3	1090,1096,1112
Partition 4	1134,1092,1135
Partition 5	1102,1111,1103
Partition 6	1115,1211,1215
Partition 7	1089,1114,1091,1214
Partition 8	1145,1095,1097
Partition 9	1100,1101,1104,1105
Partition 10	1221,1098,1220,1222
Partition 11	1182,1183,1184
Partition 12	1146,1144,1147,1185
Partition 13	1187,1189,1188,1190
Partition 14	1165,1166,1163
Partition 15	1116,1117,1164
Partition 16	1118,1113,1119
Partition 17	1109,1110,1161
Partition 18	1139,1140,1162,1200
Partition 19	1087,1106,1107
Partition 20	1108,1121,1120
Partition 21	1141,1088,1099,1142,1143
Partition 22	1207,1208,1206
Partition 23	1232,1209,1210,1231
Partition 24	1212,1157,1158
Partition 25	1229,1230,1228
Partition 26	1213,1216,1217
Partition 27	1128,1218,1219
Partition 28	1226,1225,1227,1223
Partition 29	1094,1122,1171,1172
Partition 30	1181,1191,1192
Partition 31	1173,1179,1180
Partition 32	1176,1127,1177,1178
Partition 33	1153,1154,1169
Partition 34	1175,1174,1170
Partition 35	1132,1133,1136
Partition 36	1124,1150,1151,1152
Partition 37	1123,1131,1137,1138
Partition 38	1201,1224,1156
Partition 39	1204,1129,1130
Partition 40	1202,1149,1205,1203
Partition 41	1085,1093,1086
Partition 42	1159,1160,1167,1168
Partition 43	1125,1126,1155,1148
