cut	45
Partition 0	27,79
Partition 1	7,37
Partition 2	0,71,78
Partition 3	1,20,74
Partition 4	32,49,60
Partition 5	34,35
Partition 6	9,26,48
Partition 7	10,11,46
Partition 8	3,29,38
Partition 9	42,53,58
Partition 10	14,50,59
Partition 11	25,40,44,69
Partition 12	23,65
Partition 13	2,13,16,33
Partition 14	24,73
Partition 15	39,64,77
Partition 16	18,28,51
Partition 17	12,19,66
Partition 18	54,68
Partition 19	4,36,57,5
Partition 20	63,47,56
Partition 21	15,17,30
Partition 22	6,21,43
Partition 23	31,61,62
Partition 24	8,41,70
Partition 25	45,72
Partition 26	22,67,75
Partition 27	52,55,76
