cut	41
Partition 0	6,13
Partition 1	1,40,49
Partition 2	0,27,64
Partition 3	24,47,57
Partition 4	4,9,23
Partition 5	45,65,67
Partition 6	14,62
Partition 7	42,43
Partition 8	52,66
Partition 9	28,30
Partition 10	25,59
Partition 11	32,37
Partition 12	2,56,60,69
Partition 13	22,33
Partition 14	21,48,68
Partition 15	16,17
Partition 16	29,55
Partition 17	18,58,20
Partition 18	12,63
Partition 19	7,26,39,41
Partition 20	8,36
Partition 21	38,53,54
Partition 22	11,19,46
Partition 23	5,10
Partition 24	3,50,51
Partition 25	15,34,35
Partition 26	31,44,61
