cut	66
Partition 0	3586,3581,3587
Partition 1	3576,3577,3582
Partition 2	3585,3584,3583
Partition 3	3558,3557,3556
Partition 4	3551,3548,3552
Partition 5	3580,3578,3528
Partition 6	3559,3579,3560
Partition 7	3524,3567,3531
Partition 8	3521,3527,3605
Partition 9	3525,3553,3604
Partition 10	3597,3555,3554,3598
Partition 11	3537,3536
Partition 12	3523,3538,3541
Partition 13	3590,3591,3592
Partition 14	3522,3530,3529
Partition 15	3613,3562,3561
Partition 16	3612,3589,3588
Partition 17	3608,3606,3607
Partition 18	3609,3610,3611
Partition 19	3542,3540,3545
Partition 20	3544,3547,3546
Partition 21	3539,3569,3568
Partition 22	3593,3594,3595
Partition 23	3534,3535,3532
Partition 24	3520,3549,3550
Partition 25	3599,3600,3601
Partition 26	3596,3575,3574
Partition 27	3572,3566,3533
Partition 28	3526,3573,3603,3602
Partition 29	3563,3564,3565
Partition 30	3543,3570,3571
