cut	88
Partition 0	30,27,29
Partition 1	28,51,26
Partition 2	59,57,21
Partition 3	37,11,38
Partition 4	39,40,20
Partition 5	22,25,23,24
Partition 6	64,31
Partition 7	14,32
Partition 8	16,18,17
Partition 9	58,60
Partition 10	52,54,56
Partition 11	19,53,55
Partition 12	41,42
Partition 13	69,68,67
Partition 14	50,65,66
Partition 15	0,35,6
Partition 16	1,2,36
Partition 17	3,5,4
Partition 18	34,62
Partition 19	45,43,44
Partition 20	47,49,48,46
Partition 21	7,61,33
Partition 22	9,8,15
Partition 23	10,63,12,13
