cut	49
Partition 0	3565,3564
Partition 1	3585,3584,3583
Partition 2	3548,3562,3563
Partition 3	3546,3547,3544
Partition 4	3545,3560,3561
Partition 5	3533,3535
Partition 6	3577,3578
Partition 7	3524,3529,3530,3522
Partition 8	3572,3575,3534
Partition 9	3574,3573,3582
Partition 10	3580,3579,3581
Partition 11	3537,3526
Partition 12	3550,3551,3557
Partition 13	3554,3552,3553
Partition 14	3567,3576
Partition 15	3569,3555,3556
Partition 16	3571,3570,3538
Partition 17	3558,3559
Partition 18	3527,3525,3539
Partition 19	3568,3528,3520,3549
Partition 20	3521,3543,3566
Partition 21	3523,3536,3540
Partition 22	3542,3532,3531,3541
