cut	67
Partition 0	6,54,10,85,61
Partition 1	12,13,71,84,72
Partition 2	16,31,38,39,42
Partition 3	22,69,58,62,63
Partition 4	43,41,36,73
Partition 5	18,28,25,76
Partition 6	4,45,57,79
Partition 7	7,5,80,35
Partition 8	3,56,67,86,59,82
Partition 9	40,75,70,60
Partition 10	11,26,14,81,49
Partition 11	8,68,9,34
Partition 12	33,23,27,24,44
Partition 13	50,83,17,48,29,37
Partition 14	1,20,89,51,19
Partition 15	53,65,77,87
Partition 16	74,30,78,2,88
Partition 17	46,32,0,52,66
Partition 18	15,21,47,55,64
