cut	49
Partition 0	67,24,29
Partition 1	32,43,51
Partition 2	9,55,58,61
Partition 3	18,19,27
Partition 4	2,42,73,80
Partition 5	8,49,64,70
Partition 6	23,71,40
Partition 7	36,21,89
Partition 8	45,56,65,75
Partition 9	30,38,62
Partition 10	0,6,12,26
Partition 11	44,63,88
Partition 12	54,33,41,72
Partition 13	15,78,34
Partition 14	47,52
Partition 15	20,35,87
Partition 16	66,77,85
Partition 17	4,16,82
Partition 18	1,25,48,57
Partition 19	3,86
Partition 20	17,37,79,83
Partition 21	13,46,53
Partition 22	11,22,68
Partition 23	10,31,60,76
Partition 24	14,69
Partition 25	5,7,39
Partition 26	28,74,84
Partition 27	50,59,81
