iteration	t
1	2,11,46,73,90,99,160,1222,1249,2481
2	14,22,34,47,115,130,135,141,182,251,260,263,308
3	28,54,74,127,132,142,193,237,409,1159,1169,1171,1207,1210,1256,1262,5016
4	8,74,84,89,191,194,879,1014,1179,1190,1950
5	79,408,438,492,532,568,668,671,728,729,736,737,743,749,892,951,2361,3921
6	13,659,8047,15712
7	40,42
8	118,138,979,1246,1948
9	3,4,532
10	17,19,193,455,1509,5920
