cut	27
Partition 0	51,5,50,11
Partition 1	66,45,52
Partition 2	6,23,28
Partition 3	43,60,71,70
Partition 4	10,78,27,33
Partition 5	9,79,69
Partition 6	54,30,53
Partition 7	0,47,26,1
Partition 8	7,14,37
Partition 9	3,77,8,35
Partition 10	2,75,74,4
Partition 11	55,56,76
Partition 12	16,41,36,58
Partition 13	57,65,64,63
Partition 14	42,17,31
Partition 15	29,48,20
Partition 16	46,62,32
Partition 17	73,12,34
Partition 18	61,22,38,49
Partition 19	21,44,67,59
Partition 20	19,13,15,68
Partition 21	39,72
Partition 22	18,25,24,40
