cut	50
Partition 0	12,43,76
Partition 1	6,23,46
Partition 2	2,75,84,50
Partition 3	10,62,34
Partition 4	9,58,60
Partition 5	3,68,16,89
Partition 6	35,56,77
Partition 7	13,67,72,80
Partition 8	5,29,85
Partition 9	11,38,88
Partition 10	24,74,82
Partition 11	22,27
Partition 12	32,40,59
Partition 13	4,63,65,87
Partition 14	7,26,30
Partition 15	31,41,47
Partition 16	0,44,70,83
Partition 17	37,17,51
Partition 18	1,14,52,79
Partition 19	28,36,39
Partition 20	45,42,81,57
Partition 21	20,18,49
Partition 22	8,21,48
Partition 23	54,55,73
Partition 24	15,25,86
Partition 25	19,66,78
Partition 26	53,64,69
Partition 27	33,61,71
