cut	100
Partition 0	20,44
Partition 1	7,43,41
Partition 2	39,38,40
Partition 3	37,36,35
Partition 4	17,1,18
Partition 5	63,64,62
Partition 6	70,69
Partition 7	3,16,15
Partition 8	4,5,6
Partition 9	65,67,68
Partition 10	8,9,66
Partition 11	71,10,47
Partition 12	14,12,13,11
Partition 13	52,57
Partition 14	33,56,54
Partition 15	55,19,53
Partition 16	25,23,22
Partition 17	46,24,48
Partition 18	34,49,51
Partition 19	32,29,30,31
Partition 20	2,21,73
Partition 21	45,26,75
Partition 22	72,50,74
Partition 23	0,58,59
Partition 24	61,60,28
Partition 25	79,27,42
Partition 26	78,76,77
