cut	39
Partition 0	6,13
Partition 1	4,9,67
Partition 2	23,45,49
Partition 3	0,27,64
Partition 4	47,65
Partition 5	1,24,57,40
Partition 6	28,69
Partition 7	2,30,32
Partition 8	37,56,60
Partition 9	14,62
Partition 10	42,43,52
Partition 11	25,59,66
Partition 12	18,58,41
Partition 13	5,7,20
Partition 14	26,39,63
Partition 15	29,55
Partition 16	21,48,68
Partition 17	16,17,33
Partition 18	19,46
Partition 19	38,53,54
Partition 20	8,11,36
Partition 21	15,34,35
Partition 22	12,22
Partition 23	31,44,61
Partition 24	3,10,50,51
