cut	42
Partition 0	9,18,35
Partition 1	1,34,55
Partition 2	11,48,66
Partition 3	29,32,73
Partition 4	74,77,78
Partition 5	26,63,61
Partition 6	0,33,44,76
Partition 7	4,6,51
Partition 8	2,15,65
Partition 9	57,64,67
Partition 10	14,41,46
Partition 11	21,49,58
Partition 12	17,68,56,70
Partition 13	24,47,54
Partition 14	3,38,39
Partition 15	8,20,30
Partition 16	50,60,69,75
Partition 17	22,31,79
Partition 18	13,42,52
Partition 19	10,23,45
Partition 20	59,62
Partition 21	27,28,71
Partition 22	5,7,12
Partition 23	16,19,25
Partition 24	36,43,53
Partition 25	37,40,72
