cut	58
Partition 0	14,78,34
Partition 1	9,79,53,85
Partition 2	12,61,43,36
Partition 3	45,99,82
Partition 4	86,29,91,81
Partition 5	39,48,90,58
Partition 6	16,18,21,76
Partition 7	25,68,70,75
Partition 8	67,28,97,87
Partition 9	63,23,44
Partition 10	7,80,50
Partition 11	3,65,20
Partition 12	6,24,0,54,95
Partition 13	30,41,60
Partition 14	10,77,27,42
Partition 15	69,31,66,59
Partition 16	11,49,62,89
Partition 17	26,94,98
Partition 18	37,92,73,74
Partition 19	1,71,13,72,52
Partition 20	2,51,17,40
Partition 21	5,15,56
Partition 22	38,47,8
Partition 23	84,93,64,83
Partition 24	32,33,96
Partition 25	4,55,57,19
Partition 26	35,22,46,88
