cut	102
Partition 0	2129,2138,2068
Partition 1	2130,2139,2140
Partition 2	2066,2131,2142
Partition 3	2132,2135,2136
Partition 4	2076,2134,2133
Partition 5	2151,2152
Partition 6	2095,2098,2105
Partition 7	2143,2094,2144
Partition 8	2146,2100,2104
Partition 9	2141,2149,2150
Partition 10	2145,2148,2147
Partition 11	2069,2111
Partition 12	2109,2110,2108
Partition 13	2093,2107,2106
Partition 14	2083,2087,2137
Partition 15	2082,2088,2062
Partition 16	2063,2099,2089
Partition 17	2085,2086
Partition 18	2075,2084,2081
Partition 19	2065,2079,2096,2080
Partition 20	2102,2101,2103
Partition 21	2077,2097,2067
Partition 22	2078,2090,2091,2092
Partition 23	2072,2158
Partition 24	2164,2160
Partition 25	2157,2156,2074
Partition 26	2155,2159
Partition 27	2162,2165,2170
Partition 28	2070,2161,2163,2166
Partition 29	2169,2172
Partition 30	2127,2128,2174
Partition 31	2176,2175,2178
Partition 32	2120,2179,2177
Partition 33	2173,2168,2171
Partition 34	2153,2154,2167
Partition 35	2198,2195,2197
Partition 36	2191,2193,2190
Partition 37	2192,2187,2189
Partition 38	2124,2183,2184
Partition 39	2200,2199,2185
Partition 40	2186,2196,2194
Partition 41	2112,2113
Partition 42	2116,2117,2121,2118
Partition 43	2071,2115,2114
Partition 44	2073,2119,2122
Partition 45	2180,2181,2182
Partition 46	2064,2125,2126,2123,2188
