cut	82
Partition 0	0,1
Partition 1	54,53
Partition 2	56,52,55
Partition 3	50,51
Partition 4	45,44,43
Partition 5	49,29
Partition 6	4,28
Partition 7	27,26
Partition 8	38,37,57
Partition 9	39,40
Partition 10	2,5,3
Partition 11	9,8,10
Partition 12	7,6,48
Partition 13	19,20
Partition 14	17,18
Partition 15	16,15
Partition 16	32,31
Partition 17	33,34
Partition 18	30,46
Partition 19	21,22
Partition 20	42,23
Partition 21	41,24
Partition 22	14,47
Partition 23	12,13,11
Partition 24	59,58
Partition 25	35,25,36
