cut	105
Partition 0	84,82,83
Partition 1	0,86,81,30
Partition 2	15,22,12,13
Partition 3	14,66,21,23
Partition 4	16,65,40,85
Partition 5	45,43,54
Partition 6	77,25,55,44
Partition 7	57,59,60,58,56
Partition 8	62,68,37,61
Partition 9	35,19,20,34
Partition 10	72,69,88,71
Partition 11	42,41,52
Partition 12	67,47,18,46
Partition 13	49,53,51,48
Partition 14	1,17,50,73
Partition 15	89,36,38,74
Partition 16	87,3,64,63
Partition 17	39,24,11
Partition 18	76,78,80,70
Partition 19	75,4,79,31,33
Partition 20	27,29,28,26
Partition 21	2,32,7
Partition 22	8,6,10,5,9
