cut	45
Partition 0	3585,3584
Partition 1	3565,3564,3559
Partition 2	3552,3553
Partition 3	3523,3550,3551,3554
Partition 4	3557,3558,3526
Partition 5	3548,3562,3563
Partition 6	3520,3544,3549
Partition 7	3545,3546,3547
Partition 8	3536,3533,3535,3534
Partition 9	3577,3578
Partition 10	3524,3529,3560,3561
Partition 11	3574,3573,3537
Partition 12	3530,3522,3531
Partition 13	3527,3528,3532
Partition 14	3525,3538,3539
Partition 15	3542,3540,3541
Partition 16	3571,3581
Partition 17	3543,3583,3582
Partition 18	3521,3566,3567,3568
Partition 19	3569,3555,3570
Partition 20	3579,3556,3576
Partition 21	3572,3575,3580
