cut	71
Partition 0	47,55,64
Partition 1	53,65,77,87
Partition 2	1,20,89,19
Partition 3	32,0,66
Partition 4	74,30,2,88
Partition 5	51,46,78,52
Partition 6	15,21,33
Partition 7	23,27,24,44
Partition 8	8,68,9,34
Partition 9	29,37,40,75
Partition 10	83,11,17,48
Partition 11	26,14,81,49
Partition 12	6,54,61
Partition 13	10,71,85,84
Partition 14	12,13,4,72
Partition 15	38,39,42
Partition 16	58,62,63,70
Partition 17	22,16,31,69
Partition 18	41,36,73,86
Partition 19	43,18,76
Partition 20	28,25,79,60
Partition 21	5,50,82
Partition 22	3,7,56,59
Partition 23	80,45,35,67,57
