iteration	t
1	42,54,79,102,519,1224,1232,2038
2	55,276,312,350,402,555,679,847,874
3	35,52,64,67,117,140,161,169,1234,1793,2617
4	13,30,31,107,154,185,435,2392,2400
5	10,17,42,43,149,155,379,515,522,625,925,4579,4589,7701
6	853,916
7	299,372,618,4966
8	48,1307,1563,5789
9	93,103,6916,7128,7172,7177
10	1057
