cut	106
Partition 0	1181,1191,1190
Partition 1	1173,1179,1180
Partition 2	1093,1086,1094,1172
Partition 3	1133,1135,1136
Partition 4	1085,1132,1178
Partition 5	1175,1122,1174,1170
Partition 6	1160,1167,1169,1168
Partition 7	1123,1124,1150
Partition 8	1151,1153,1154,1152
Partition 9	1131,1137,1138
Partition 10	1212,1213,1217
Partition 11	1157,1158,1159
Partition 12	1229,1230,1228
Partition 13	1207,1208,1206
Partition 14	1232,1192,1209,1210,1231
Partition 15	1224,1155,1156
Partition 16	1226,1171,1225
Partition 17	1218,1219,1227,1223
Partition 18	1128,1129,1130
Partition 19	1201,1202,1204,1205,1203
Partition 20	1125,1126,1148,1149
Partition 21	1139,1140,1143
Partition 22	1161,1162,1200
Partition 23	1165,1166,1163
Partition 24	1144,1185,1189,1188
Partition 25	1182,1183,1184,1164
Partition 26	1134,1116,1117
Partition 27	1118,1121,1119,1120
Partition 28	1109,1110,1113
Partition 29	1176,1127,1177
Partition 30	1087,1106,1107
Partition 31	1141,1088,1099,1142,1108
Partition 32	1214,1215,1216
Partition 33	1234,1233,1211
Partition 34	1114,1091,1115
Partition 35	1193,1198,1194,1199
Partition 36	1089,1195,1196,1197
Partition 37	1102,1104,1105
Partition 38	1145,1146,1147
Partition 39	1100,1101,1221,1220,1222
Partition 40	1090,1186,1187
Partition 41	1096,1097,1112,1098
Partition 42	1095,1111,1103,1092
