cut	106
Partition 0	23,67,87
Partition 1	81,86,22
Partition 2	85,83,84
Partition 3	64,63,65
Partition 4	30,28,29
Partition 5	25,24,27,26
Partition 6	68,70,66
Partition 7	61,55,62
Partition 8	60,58,59,57
Partition 9	1,2,3
Partition 10	0,89,88
Partition 11	79,80,78
Partition 12	77,69,76,74,75
Partition 13	35,34,33
Partition 14	42,41,40
Partition 15	39,36,72,38
Partition 16	17,31,32
Partition 17	14,15,16
Partition 18	19,18,20,21
Partition 19	73,56,71,82
Partition 20	10,12,49
Partition 21	7,8,9
Partition 22	4,5,6
Partition 23	50,48,51
Partition 24	52,37,54,53
Partition 25	46,45,47
Partition 26	11,13,43,44
