cut	116
Partition 0	1,98,29,52
Partition 1	18,50,99,62
Partition 2	78,43,91,21
Partition 3	71,13,83,56
Partition 4	39,27,64,34,19,30
Partition 5	47,60,69,51
Partition 6	59,65,20,95,96
Partition 7	70,16,33,32,36
Partition 8	0,67,57,88
Partition 9	48,2,97,46
Partition 10	75,4,90,41,24,54
Partition 11	3,89,9,31
Partition 12	42,14,37,84
Partition 13	86,7,58,49
Partition 14	68,55,72,26,8
Partition 15	63,44,79,92,15
Partition 16	10,82,40,87
Partition 17	45,77,22,23
Partition 18	66,12,53,11,25,28
Partition 19	73,94,38,76
Partition 20	85,5,81,6,61
Partition 21	35,93,74,17,80
